JobId,Description,Title,MinimumSalary,MaximumSalary,staticUrl,keySkills,locations,Job,createdDate
091222502697,"<div> <ul> <li> Design and build a modern data warehouse in the cloud. Develops technical solutions to complex problems which require the regular use of ingenuity and creativity. Develop proof-of-concept (POC) solutions to help business units better visualize their business needs and to clarify requirements for development. </li> </ul> <ul> <li> Work with Business Technology Partners to understand business problems  </li> </ul> <ul> <li> Provide recommendations to business via analytics consulting services  </li> </ul> <ul> <li> Ingest data from all enterprise systems into a design that is fit for use </li> </ul> <ul> <li> Utilize cloud computing experience, knowledge and skills </li> </ul> <ul> <li> Utilize expertise in Microsoft Azure </li> </ul> <ul> <li> Utilize deep knowledge and skill in extract, transform, load (ETL) design, development, and performance tuning on Microsoft SSIS in SQL Server 2012 and above in a multi-dimensional Data Warehousing environment </li> </ul> <ul> <li> Data ingestion and modeling for digital customer platform </li> </ul> <ul> <li> Ingest data across safety assessment business related to customer platform </li> </ul> <ul> <li> Utilize methodologies in aggregating customer data from different applications, cleaning it, and analyzing it to get a reasonable picture of customer information and preferences </li> </ul> <ul> <li> Utilize experience with ADF, ADLS, Data Bricks and SQL </li> </ul> <ul> <li> Provide insights on data sets to business </li> </ul> <ul> <li> Perform ad-hoc analysis and present results in a clear and user-friendly manner. Perform testing, resolve issues and automate unit tests. Process, cleanse, and verify the integrity of data used for analysis. </li> </ul> <ul> <li> Conduct data profiling and cleansing as needed for each data source </li> </ul> <ul> <li> Build code using skills in advanced SQL Programming: PL/SQL, T-SQL, U-SQL, that automates data validation </li> </ul> <ul> <li> Review reports with results of data profiling on any new data source for business consumption </li> </ul> <b> <b> Job Qualifications </b> </b> <br /> <ul> <li> Bachelors degree in Computer Engineering, Computer Science or related discipline, Master s Degree preferred </li> </ul> <ul> <li> 7+ years of ETL design, development, and performance tuning on Microsoft SSIS in SQL Server 2012 and above (2016 preferable) in a multi-dimensional Data Warehousing environment  </li> </ul> <ul> <li> 4+ years of SSAS design, development, maintenance and performance tuning on Microsoft SQL Server 2012 and above (2016 preferable), with expert MDX and DAX skills </li> </ul> <ul> <li> 7+ years of advanced SQL Programming: PL/SQL, T-SQL, U-SQL </li> </ul> <ul> <li> 4+ years of Enterprise Data & Analytics solution architecture  </li> </ul> <ul> <li> 2+ years of Power BI experience including mobile solutions </li> </ul> <ul> <li> 2+ years of strong and extensive hands on experience in Azure, preferably data heavy / analytics applications leveraging relational and NoSQL databases, Data Warehouse and Big Data </li> </ul> <ul> <li> Experience with Azure Data Lake, Azure SQL Data Warehouse, Data Catalog, Azure Analysis Services, Data Bricks, Storage Account Gen2, Azure SQL Database, Azure DNS, Virtual Network, DocumentDB, Azure App Service, Data Factory </li> </ul> <ul> <li> Experience with Big Data Technologies such as: Hadoop, Sqoop, Hive, Kafka, Spark, Pyspark, Python, Scala or Pig </li> </ul> <ul> <li> Experience designing and building cloud native applications as well as Azure Cloud migration experience </li> </ul> <ul> <li> Experience with Azure IaaS and PaaS services </li> </ul> <ul> <li> Experience with Big Data Management (BDM) for relational and non-relational data (formats like json, xml, avro, parquet, copybook, etc.) </li> </ul> <ul> <li> PowerShell, Azure RunBook, and Azure DevOps experience </li> </ul> <ul> <li> Experience with setting up and operating data pipelines using Python or SQL  </li> </ul> <ul> <li> Strong analytical abilities and a strong intellectual curiosity </li> </ul> <ul> <li> Self-starter with the ability to work independently or as part of a project team  </li> </ul> <ul> <li> Capability to quickly conduct performance analysis, troubleshooting and remediation particularly in complex ETL mappings for SSAS </li> </ul> <ul> <li> Strong knowledge of emerging technologies and tools </li> </ul> <ul> <li> Strong organizational and time management skills </li> </ul> <ul> <li> Effective collaboration of tasks across the business and technical teams </li> </ul> <ul> <li> Proven and recent experience of implementing solutions from requirements gathering and process design to functional production deployment </li> </ul> <ul> <li> Demonstrated ability to produce high quality deliverables </li> </ul> <ul> <li> An equivalent combination of education and experience may be accepted as a satisfactory substitute for the specific education and experience listed above </li> </ul> <p> <strong> Preferred Skills: </strong> </p> <ul> <li> Hands on experience with data virtualization technologies: CIS (Tibco), Denodo, or SQL 2019 Virtualization </li> </ul> <ul> <li> Experience working with other public cloud technologies AWS, GCP  </li> </ul> <ul> <li> Excellent ability to communicate complex quantitative analysis in a clear, precise, and actionable manner with both technical and business stakeholders </li> </ul> <ul> <li> Experience building test automation to ensure data quality and accuracy </li> </ul> <ul> <li> Experience with any of the following scripting languages, R, SAS, JavaScript, Regex, PowerShell, shell scripting </li> </ul> <ul> <li> Experience working in data and analytics in the Life Sciences industry </li> </ul> </div>",Senior Data Engineer 1,600000,1100000,https://www.naukri.com/job-listings-senior-data-engineer-1-charles-river-laboratories-india-private-limited-mumbai-hyderabad-secunderabad-ahmedabad-bangalore-bengaluru-7-to-12-years-091222502697,"['Performance tuning', 'SAS', 'XML', 'Shell scripting', 'Javascript', 'TIBCO', 'DNS', 'SSIS', 'Troubleshooting', 'Python']","['Mumbai', 'Ahmedabad', 'Bengaluru', 'Hyderabad']",Data Engineer,2022-12-09 21:01:08
101222500656,"<div> <p> <br /> Manages one or more data engineering projects of moderate complexity. Leads or acts as key team member in defining and builds the data pipelines that will enable faster, better, data-informed decision-making within the business. Jointly designs and implements a new big data solution which supports high amounts and velocity of data and supports future growth. Identifies latest development, testing and deployment techniques to quickly deploy new releases to e.g. deploy new data pipelines and add data sources. Takes direct reports, when applicable, through Agile Framework and its respective tools. </p> <p> <br /> Influences stakeholders in adopting analyses / outcomes. Acts proactively to support the business to further professionalize their MI / Analytic reporting platform, using the ESSA approach. Opinions valued by business interface. Plays a prominent role in project related meetings etc. <br /> Utilises business partnering in order to gather, analyse and model data and key performance indicators of the highest complexity. Working as Data Engineering Lead to develop and deploy innovative big data platforms for advanced analytics and data processing. <br /> Works independently under broad managerial supervision. <br /> <br /> This job profile contains generic information and does not describe individual positions or required job competencies. Grading decisions will also depend on other factors. </p> </div>",Senior Data Engineer,1300000,1800000,https://www.naukri.com/job-listings-senior-data-engineer-shell-pvt-ltd-bangalore-bengaluru-4-to-8-years-101222500656,"['advanced analytics', 'HP data protector', 'development testing', 'Agile', 'Engineering projects', 'Data processing', 'Business partnering', 'Information technology', 'Engineering Lead', 'Recruitment']",['Bengaluru'],Data Engineer,2022-12-10 23:47:24
091222502484,"<p> </p><ul> <li> Applies techniques such as business intelligence (BI), reporting and data modelling, analytical techniques and big data processing to provide the business with relevant information to increase revenues, improve operational efficiency, optimize customer programs, respond quickly to emerging market trends and gain a competitive edge in the market </li> <li> Provides operational and functional support to the business on creating, storing, managing and maintaining information in all its forms, including the ability to incorporate policies and procedures for centrally managing and sharing information among different individuals, organisations and information systems throughout the information life cycle </li> <li> We are looking for a candidate with 8+ years of experience in a Data Engineer role, who has attained a Graduate degree in Computer Science, Statistics, Informatics, Information Systems or another quantitative field. They should also have experience using the following software/tools:  </li> <li> <b> Experience with Azure  </b> : ADF, ADLS, Databricks, PySpark, Spark SQL, Stream Analytics, SQL DW, COSMOS DB, Analysis Services, Azure Functions, Serverless Architecture, ARM Templates.  </li> <li> Experience with relational SQL/NoSQL databases, file handlings and API integrations  </li> <li> Experience with object-oriented/object function scripting languages: Python, SQL, Scala, Spark-SQL etc.  </li> <li> Nice to have experience with any of these toolset like Kafka, Stream sets, Alteryx, HANA, SLT and BODSRoles and Responsibilities:  </li> <li> Create and maintain optimal data pipeline architecture.  </li> <li> Assemble large, complex data sets that meet functional / non-functional business requirements.  </li> <li> Identify, design, and implement internal process improvements: automating manual processes, optimizing data delivery, re-designing infrastructure for greater scalability, etc.  </li> <li> Build the infrastructure required for optimal ETL/ELT of data from a wide variety of data sources using SQL and Azure, AWS big data technologies.  </li> <li> Build analytics tools that utilize the data pipeline to provide actionable insights into customer acquisition, operational efficiency and other KPI metrics.  </li> <li> Work with stakeholders including the Executive, Product, Data and Design teams to assist with data-related technical issues and support their data infrastructure needs.  </li> <li> Keep our data separated and secure across national boundaries through multiple data centres and Azure, AWS regions.  </li> <li> Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.  </li> <li> Work with data and analytics experts to strive for greater functionality in our data systems.  </li> </ul> <p> </p> <p> <strong> Qualifications: </strong> </p> <ul> <li> Advanced working SQL knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases.  </li> <li> Experience building and optimizing data pipelines using ADF  </li> <li> Experience performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement  </li> <li> Strong analytic skills related to working with structured and unstructured datasets  </li> <li> Build processes supporting data transformation, data structures, metadata, dependency and workload management.  </li> <li> A successful history of transforming, processing and extracting value from large disconnected datasets  </li> <li> Strong team player with organizational and communication skills  </li> <li> Experience supporting and working with cross-functional teams in a dynamic environment </li> </ul>",Senior Data Engineer,1300000,1800000,https://www.naukri.com/job-listings-senior-data-engineer-shell-pvt-ltd-bangalore-bengaluru-8-to-13-years-091222502484,"['Customer acquisition', 'Analytical', 'Data processing', 'Business intelligence', 'Operations', 'Information technology', 'Analytics', 'Recruitment', 'SQL']",['Bengaluru'],Data Engineer,2022-12-09 21:00:51
091222502483,"<div> <ul> <li> Communicate with both technical developers and business managers and gain respect and trust of leaders and staff.  </li> <li> Actively deliver the roll-out and embedding of Data Foundation initiatives in support of the key business programs advising on the technology and using leading market standard tools.  </li> <li> Coordinate the change management process, incident management and problem management process.  </li> <li> Ensure traceability of requirements from Data through testing and scope changes, to training and transition.  </li> <li> Drive implementation efficiency and effectiveness across the pilots and future projects to minimize cost, increase speed of implementation and maximize value delivery.  </li> </ul> <p> </p> <p> <b> <span> Education  </span> </b> </p> <ul> <li> University degree in any IT discipline  </li> <li> Minimum 7+ years of experience in the IT industry  </li> </ul> <p> </p> <p> <b> <span> Expected Skills  </span> </b> </p> <ul> <li> Proven technology champion in working with relational, Data warehouses databases, query authoring (SQL) as well as working familiarity with a variety of databases. Experience/Knowledge in working with NoSQL databases and can create E2E pipelines.  </li> <li> Highly Experienced in building and optimizing complex queries. Good with manipulating, processing and extracting value from large, disconnected datasets.  </li> <li> Proven Experience in working  <span> any one of the  </span> data engineering technologies and ADLS, ADF, Azure Databricks, Azure SQL, Synapse, SAP HANA. Your experience in handling big data sets and big data technologies will be an asset.  </li> <li> Proven champion with in-depth knowledge  <span> of any one of the  </span> scripting languages: Python, SQL, Spark-SQL/ PySpark.  </li> <li> Very Good understanding in Data Foundation initiatives, like Modelling, Data Quality Management, Data Governance, Data Maturity Assessments and Data Strategy in support of the key business stakeholders.  </li> </ul> <p> </p> <p> <b> <span> Leadership Skills  </span> </b> </p> <ul> <li> Be self-motivated, innovative, and very good in taking up new initiatives and driving them to closure.  </li> <li> Communicate skilfully with both technical developers, architects, and business stake holders.  </li> <li> Understand well- data foundation initiatives like data modelling, data quality, data governance, data maturity assessments and data strategy in support of the key business stake holders.  </li> <li> Work with source control technologies (such as GITHUB, Azure DevOps)  </li> <li> Have experience in working with AGILE, KANBAN methodologies.  </li> </ul> <p> </p> <p> <b> <span> Nice to Have Skills  </span> </b> </p> <ul> <li> Previously created or enhanced CI/CD build and releases pipelines.  </li> <li> Experience in working with scripting languages such as YAML, PowerShell, Terraform etc.  </li> <li> Experience with big data tools: Kafka, Hadoop, Spark and similar technologies. Experience with stream-processing systems.  </li> <li> Experience with data pipeline and workflow management tools: Azkaban, Luigi, Airflow and more.  </li> <li> Core Python skills like: Numpy, Panda, Django  </li> <li> Certification in Azure </li> </ul> </div>",Senior Data Engineer,900000,1400000,https://www.naukri.com/job-listings-senior-data-engineer-shell-pvt-ltd-bangalore-bengaluru-7-to-12-years-091222502483,"['Change management', 'HP data protector', 'Problem management', 'Agile', 'Incident management', 'Data quality', 'Information technology', 'Recruitment', 'SQL', 'Python']",['Bengaluru'],Data Engineer,2022-12-09 21:00:51
091222502482,"<div> <ul> <li> Communicate with both technical developers and business managers and gain respect and trust of leaders and staff.  </li> <li> Actively deliver the roll-out and embedding of Data Foundation initiatives in support of the key business programs advising on the technology and using leading market standard tools.  </li> <li> Coordinate the change management process, incident management and problem management process.  </li> <li> Ensure traceability of requirements from Data through testing and scope changes, to training and transition.  </li> <li> Drive implementation efficiency and effectiveness across the pilots and future projects to minimize cost, increase speed of implementation and maximize value delivery.  </li> <li> <span> You will be an asset in our team bringing deep technical skills and capabilities to become a key part of projects defining the data journey in Shell, keen to engage, network and innovate in collaboration with companywide teams.  </span> </li> </ul> <p> </p> <p> <b> What we need from you  </b> </p> <ul> <li> University degree in any IT discipline with minimum 9 years of experience in the IT industry (out of which 5 years of cloud experience)  </li> <li> Proven experience of working in and delivering enterprise solutions built on at least one of the major cloud providers like Microsoft Azure or Amazon Web Services .  </li> <li> Proven technology champion in working with relational, Data warehouses databases, query authoring (SQL) as well as working familiarity with a variety of databases . Experience/Knowledge in working with NoSQL databases and can create E2E pipelines.  </li> <li> Highly Experienced in building and optimizing complex queries . Good with manipulating, processing and extracting value from large, disconnected datasets.  </li> <li> Proven Experience in working the data engineering technologies and ADLS, ADF, Azure Databricks & Delta Live Table, Azure SQL, Key Vault, Azure Synapse, Power BI . Your experience in handling big data sets and big data technologies will be an asset.  </li> <li> Proven champion with in-depth knowledge  <span> of the  </span> scripting languages: Python, SQL, Spark-SQL/ PySpark.  </li> <li> Practical knowledge of Kafka to build real-time streaming data pipelines and applications that adapt to the data streams.  </li> <li> Very Good understanding in Data Foundation initiatives, like Modelling, Data Quality Management, Data Governance, Data Maturity Assessments and Data Strategy in support of the key business stakeholders.  </li> <li> Can communicate skilfully with both technical developers, architects, and business stakeholders.  </li> <li> Understand well- data foundation initiatives like data modelling, data quality, data governance, data maturity assessments and data strategy in support of the key business stake holders.  </li> <li> Work with source control technologies (such as GITHUB, Azure DevOps )  </li> <li> Have experience in working with AGILE, KANBAN methodologies.  </li> <li> Relevant certifications in Azure like DP-203, AZ-204 or AZ-300 series.  </li> </ul> <p> </p> <p> <b> <span> Nice to Have Skills  </span> </b> </p> <ul> <li> Previously created or enhanced CI/CD build and releases pipelines.  </li> <li> Experience in working with scripting languages such as YAML, PowerShell, Terraform etc.  </li> <li> Experience with big data tools: Hadoop, Spark and similar technologies. Experience with stream-processing systems. </li> </ul> </div>",Senior Data Engineer,1300000,1800000,https://www.naukri.com/job-listings-senior-data-engineer-shell-pvt-ltd-bangalore-bengaluru-9-to-14-years-091222502482,"['Change management', 'NoSQL', 'Powershell', 'Agile', 'Problem management', 'Incident management', 'Data quality', 'Information technology', 'SQL', 'Python']",['Bengaluru'],Data Engineer,2022-12-09 21:00:51
091222501919,"<div> <p> <span> This position is responsible for designing complex data pipeline for data extraction, transformation and loading to and from different components and system. A Sr. Data Engineer has the vision to work with data across multiple systems. This position works independently and is seen as a senior data engineer. The position is responsible for driving the design and development efforts related to architecture, scalability, availability, and performance of data steaming and processing ETL pipeline in alignment with the product/application roadmap. </span> </p> <p> </p> <p> <b> As a Sr Data Engineer, you will be responsible for: </b> </p> <ul> <li> Performing source data mapping and modelling aligned with the product strategy. </li> <li> Performing integration of multiple data source-formats using various ETL tools, scripts, and stored procedures. </li> <li> Implementing different data integration methods like integration via API endpoints. </li> <li> Performing a variety of data transformations to support analytics models. </li> <li> Writing unit tests and integration tests to validate quality of data ETL process. </li> <li> Improving and automating existing ETL process for performance and scalability. </li> </ul> <p> <b> <span> <span> </span> </span> </b> </p> <p> <b> <span> Fuel your passion </span> </b> </p> <p> <b> <span> </span> To be successful in this role you will: </b> </p> <ul> <li> Be a Graduate in Computer Engineering. A minimum 5 yrs of professional experience </li> <li> Have experience in with Python and data ETL process with hands on experience of data source identification, mapping, ingestion, modelling and transformation for analytical consumption purposes. </li> <li> Have good understanding of logical and physical data models and data lineage. </li> <li> Exposure to working in an Agile environment. </li> <li> Experience of working with cloud deployment and open-source languages like JavaScript/Java would be an added advantage. </li> <li> Experience of working with databases like PostgreSQL or MongoDB would be an added advantage. </li> <li> Strong oral and written communication skills. </li> <li> Strong interpersonal and leadership skills. </li> </ul> </div>",Senior Data Engineer,800000,1200000,https://www.naukri.com/job-listings-senior-data-engineer-baker-hughes-the-network-mumbai-bangalore-bengaluru-5-to-10-years-091222501919,"['Postgresql', 'Analytical', 'Javascript', 'Agile', 'MongoDB', 'Stored procedures', 'Open source', 'Analytics', 'Python', 'Data extraction']","['Mumbai', 'Bengaluru']",Data Engineer,2022-12-09 20:37:14
071222502710,"<div> <p> <b> </b> </p> <ul> <li> As a Data Engineer you will be working with one of the largest and complex warehouse environments  </li> <li> Coordinate with key stakeholders and ensure effective design, development, validation in line with the stakeholder needs and architectural requirements  </li> <li> End to end development of scalable Big Data pipelines and Data streams  </li> <li> Manage various data related objectives such as system configuration and integration on multiple platforms  </li> <li> Develop key metrics for tests on data and ensure integrity of same on data architecture  </li> <li> Adhere to proper documentation based on each of the development activities  </li> <li> Work with huge data sets and exhibit problem solving, analytical and communication abilities  </li> <li> Will be working in a self-directed environment, take up responsibilities and drive them to completion  <br /> </li> </ul> <p> </p> <p> <b> <u> Required Skills  </u> </b> </p> <ul> <li> B.S. degree in a technical discipline.  </li> <li> Problem solving, analytical and good communication abilities  </li> <li> 7+ years of  <span> development experience with Azure Cloud and Big Data Analytic solutions  </span> </li> <li> Hands on experience in  <span> Azure - Data Factory, Data Lake store/Blob storage, SQL DB  </span> </li> <li> Experience in creating Big data Pipelines with Azure components  </li> <li> Good  <span> programming skills in Java, Scala or Python  </span> </li> <li> <span> SQL experience writing stored procedures, tuning indexes and troubleshooting performance bottlenecks  </span> </li> <li> Advanced experience with  <span> Data Warehousing concepts and standards  </span> </li> <li> Experience with  <span> ETL processing or ETL toolset  </span> </li> <li> Data Management concepts and standards (SQL Server, Oracle, Cloud, Hadoop, etc.)  </li> <li> Experience with  <span> Big Data Solutions. Hive, Spark or other frameworks  </span> </li> <li> Experience across cloud implementations and Solutions specially Microsoft Azure  </li> <li> Exposure to large databases, BI applications, data quality and performance tuning.  </li> <li> Practical knowledge of Linux or Unix, a plus  </li> <li> Experience in Snowflake (cloud data warehouse), a plus  </li> <li> Experience with MS Dynamics data integration and development, a plus  </li> <li> Experience with Oracle - JDE ERP, a plus  <strong> <em> .  </em> </strong> </li> </ul> </div>",Senior Data Engineer,600000,1000000,https://www.naukri.com/job-listings-senior-data-engineer-otis-hyderabad-secunderabad-ahmedabad-bangalore-bengaluru-7-to-9-years-071222502710,"['Unix', 'ERP', 'Linux', 'Data management', 'Analytical', 'Data quality', 'Stored procedures', 'Troubleshooting', 'Oracle', 'SQL']","['Ahmedabad', 'Bengaluru', 'Hyderabad']",Data Engineer,2022-12-07 21:03:37
091222900124,"<div><p><strong>Role and Responsibilities:</strong></p></div><div><div><div><div><div><div><ul><li>Creating complex data processing pipelines, as part of diverse, high energy teams</li><li>Designing scalable implementations of the models developed by our Data Scientists</li><li>Being able to deploy models in real-time applications either as part of a microservice(HTTP or RPC) with bounded context or as realtime pipelines producing events in response to user actions on ground</li><li>Hands-on programming based on TDD, usually in a pair programming environment</li><li>Deploying data pipelines in production based on Continuous Delivery practices.</li><li>Able to build and operate Data Pipelines, Build and operate Data Storage, Is familiar with Infrastructure definition and automation in this context. Is aware of adjacent technologies to the ones they have worked on. Good understanding of Data Modelling.</li><li>Involve in building and deploying large scale data processing pipelines in a production environment.</li><li>Experience building data pipelines and data centric applications using distributed storage solutions(including and not limited to HDFS like storage, Elasticsearch, Mongo, Kafka, Postgres/Mysql etc)</li></ul></div></div><div>Job Requirement</div><div><div><div><strong>Technical Competencies:</strong></div><ul><li>Experience in HDFS, S3, NoSql Databases and distributed platforms like Hadoop, Spark, Flink, Hive, Kafka, Oozie, Airflow, Elasticsearch etc.</li><li>Experience in any of MapR, Cloudera, and HortonWorks and/ or cloud based Hadoop Distributions(GCP preferred).</li><li>Experience creating and building data centric application involving ML models</li></ul><div><strong>Functional / Behavioural Competencies:</strong></div><ul><li>Actively seeking to learn newer tech and curiously experimenting is a trait that would be preferred.</li><li>Excellent understanding of technology landscape</li><li>Learning ability: Applies theoretical knowledge to practice</li><li>Focus on excellence</li><li>Mentoring team mates</li></ul><div><strong>Education & Experiences:</strong></div><ul><li>B. Tech, M. Tech (in Computer Sciences preferred)</li><li>Around 3+ years of experience. For transitioned data engineers over all experience of 5+ years in preferred.</li></ul><div><strong>Interview Process:</strong></div><ul><li>Round 1 – Assignment</li><li>Round 2 – Technical Discussion 1</li><li>Round 3 – Technical Discussion 2/ Managerial Round</li><li>Round 4 – HR Round</li></ul><div><strong>\</strong></div></div></div></div></div></div></div>",Senior Data Engineer Data,500000,700000,https://www.naukri.com/job-listings-senior-data-engineer-data-roppen-transportation-services-private-limited-bangalore-bengaluru-3-to-5-years-091222900124,"['Hive', 'Elasticsearch', 'Mongo', 'Mysql', 'Kafka', 'Postgres', 'Spark', 'Flink']",['Bengaluru'],Data Engineer,2022-12-09 02:07:19
101222500646,"<div> <p> <br /> Manages key elements of one or more data engineering projects. Team member in defining and builds the data pipelines that will enable faster, better, data-informed decision-making within the business. Supports the implementation of a new big data solution which supports high amounts and velocity of data and supports future growth.  </p> <p> Works with latest developments, testing and deployment techniques to support the deployment of new releases to e.g. deploy new data pipelines and add data sources. Delivers on responsibilities for Sprint deliverables, when required. </p> <p> <br /> Guides stakeholders in understanding analyses / outcomes and using them. Helps the business to find the right answer to solve their business problems, to determine feasible solutions contributing to develop new business models. Influential at team level through oral presentations, business cases and investment proposals. </p> <p> <br /> Supports stakeholders by gathering, analysing and modelling data and key performance indicators of moderate to high complexity. Working as a key member of a Team to develop and deploy innovative big data platforms for advanced analytics and data processing. </p> <p> <br /> Works under broad guidance and supervision by Manager / Team Lead for complex activities. <br /> <br /> This job profile contains generic information and does not describe individual positions or required job competencies. Grading decisions will also depend on other factors. </p> <p> </p> </div>",Data Engineer,1200000,1600000,https://www.naukri.com/job-listings-data-engineer-shell-pvt-ltd-bangalore-bengaluru-3-to-6-years-101222500646,"['advanced analytics', 'HP data protector', 'Engineering projects', 'Data processing', 'Business modeling', 'Representative', 'big data', 'Information technology', 'Supervision', 'Recruitment']",['Bengaluru'],Data Engineer,2022-12-10 23:47:23
101222500643,"<div> <p> <br /> Contributes to multiple data engineering projects. Team member in defining and builds the data pipelines that will enable faster, better, data-informed decision-making within the business. Supports the implementation of a new big data solution which supports high amounts and velocity of data and supports future growth.  </p> <p> Works with latest developments, testing and deployment techniques to support the deployment of new releases to e.g. deploy new data pipelines and add data sources. Acts as part of a Scrum, or as a Scrum Stakeholder (e.g. Agile White belt accredited) when required. <br /> Supports stakeholders by gathering, analysing and modelling data key performance indicators to develop quantitative and qualitative business insights in an agile fashion. Identifies and proposes opportunities for improved data analysis. Opinions valued within team and by project manager. <br /> Supports stakeholders by gathering, analysing and modelling data and key performance indicators of moderate complexity. Working as part of a Team to develop and deploy innovative big data platforms for advanced analytics and data processing. <br /> Works under direct supervision of Manager / Team Lead for moderately complex activities; broad guidance on operational activities. <br /> <br /> This job profile contains generic information and does not describe individual positions or required job competencies. Grading decisions will also depend on other factors. </p> <p> </p> </div>",Associate Data Engineer,1000000,1400000,https://www.naukri.com/job-listings-associate-data-engineer-shell-pvt-ltd-bangalore-bengaluru-2-to-4-years-101222500643,"['Data analysis', 'HP data protector', 'Agile', 'Engineering projects', 'Data processing', 'Scrum', 'Operations', 'Information technology', 'Recruitment', 'Python']",['Bengaluru'],Data Engineer,2022-12-10 23:47:23
